nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,occnow,problav1,cerc2,problav2,finelav,etalav2,etapen,coppu,coppmax,coppmin,prevcom,coppip
36067,2,0,,,,,,,,2,,2,,,,,,,,,
36067,3,1,2,,,21,1,13,,1,,2,,,,,,,,2,
36130,1,1,2,,,16,1,39,,1,100,2,,,,65,90,100,70,2,
36130,2,6,2,,1,15,1,37,,1,100,2,,,46,65,90,100,80,2,
36164,1,2,2,,1,17,1,39,,1,100,2,,,27,60,90,95,89,2,
36164,2,3,1,4,1,17,1,15,,1,,2,,,45,,,,,2,
36186,1,3,1,4,3,16,1,25,,1,50,1,0,,53,67,80,80,50,2,
36186,2,3,,2,1,19,1,5,,2,,1,50,2016,,,,,,,
36186,3,0,,,,,,,,2,,2,,,,,,,,,
36250,1,2,1,2,1,20,1,30,,1,90,2,,,30,70,80,90,50,2,
36250,2,2,1,1,3,19,1,5,,1,,2,,,29,,,,,,
36250,3,2,1,1,2,20,1,2,,1,,1,,,24,,,,,,
36321,1,1,2,,,18,1,37,,2,,,,2007,,,,,,,
36321,2,0,,,,,,,,2,,2,,,,,,,,,
36321,3,0,,,,,,,,2,,,,,,,,,,,
36333,1,1,1,15,,16,1,20,,2,,2,,1997,,,,,,,
36333,2,1,1,2,,20,2,,,1,,1,,,,,,,,,
36378,1,2,2,,3,15,1,35,,2,,,,2006,,,,,,,
36378,2,3,2,,1,16,1,35,,2,,2,,2016,22,61,80,90,60,2,
36403,1,4,1,3,1,14,1,35,,2,,,,1992,,,,,,,
36403,2,0,,,,,,,,2,,2,,,,,,,,,
36409,1,2,1,1,1,17,1,32,,1,100,2,,,30,67,80,90,80,,
36409,2,1,2,,,18,1,35,,2,,,,2015,,,,,,,
36443,1,3,2,,1,17,1,40,,2,,,,2011,,,,,,,
36443,2,1,2,,,20,1,36,,1,100,2,,,,65,70,80,60,2,
36450,1,2,2,,3,11,1,43,,2,,,,2010,,,,,,,
36450,2,1,2,,,19,1,37,,1,,2,,,,,,,,2,
36450,3,2,2,,1,19,1,11,,1,,2,,,21,,,,,2,
36522,1,1,2,,,34,1,22,,1,100,2,,,,62,80,80,75,2,
36522,2,1,2,,,25,1,35,,1,100,2,,,,65,75,75,65,2,
36522,3,0,,,,,,,,2,,2,,,,,,,,,
36522,4,0,,,,,,,,2,,2,,,,,,,,,
36524,1,1,2,,,25,1,35,,2,,,,1996,,,,,,,
36524,2,1,2,,,23,1,40,,2,,,,2009,,,,,,,
36524,3,2,2,,2,27,1,15,,1,,2,,,48,,,,,,
36697,1,1,2,,,22,1,42,,2,,,,2016,,,,,,,
36893,1,1,2,,,20,1,35,,2,,,,2006,,,,,,,
36893,2,0,,,,,,,,2,,2,,,,,,,,,
36893,3,0,,,,,,,,2,,2,,,,,,,,,
37001,1,0,,,,,,,,2,,2,,,,,,,,,
37001,2,2,2,,1,17,1,30,,2,,,,1996,,,,,,,
37001,3,3,1,6,3,22,1,11,,1,,2,,,33,,,,,2,
37001,4,0,,,,,,,,2,,1,,,,,,,,,
37011,1,1,2,,,24,1,37,,2,,,,2008,,,,,,,
37011,2,1,2,,,25,1,37,,2,,,,2009,,,,,,,
37299,1,1,2,,,28,2,,,1,80,2,,,,68,60,70,60,2,
37299,2,0,,,,,,,,2,,2,,,,,,,,,
37299,3,0,,,,,,,,2,,2,,,,,,,,,
37459,1,2,1,3,3,17,1,18,,1,100,2,,,40,66,60,70,50,,
37459,2,0,,,,,,,,2,,1,60,,,,,,,,
37459,3,0,,,,,,,,2,,2,,,,,,,,,
37521,1,1,2,,,19,1,38,,2,,,,2007,,,,,,,
37665,1,1,2,,,20,1,32,,1,100,2,,,,63,80,80,70,2,
37665,2,1,2,,,17,1,42,,1,,2,,,,,,,,2,
37665,3,0,,,,,,,,2,,,,,,,,,,,
37677,1,1,2,,,22,1,35,,2,,,,1998,,,,,,,
37677,2,0,,,,,,,,2,,2,,,,,,,,,
37810,1,1,1,2,,19,1,20,,2,,,,1989,,,,,,,
38014,1,7,1,12,1,19,1,10,,2,,2,,2006,,,,,,,
38014,2,3,2,,1,17,1,40,,2,,,,2010,,,,,,,
38095,1,3,2,,1,18,1,36,,1,90,2,,,25,62,50,60,50,2,
38095,2,0,,,,,,,,2,,2,,,,,,,,,
38095,3,3,1,2,1,27,1,5,,1,,2,,,27,,,,,2,
38106,1,2,2,,1,20,1,35,,2,,,,1994,,,,,,,
38135,1,1,1,9,,21,1,5,,1,0,2,,,,80,40,50,40,2,
38272,1,1,2,,,23,1,40,,2,,,,2002,,,,,,,
38316,1,1,2,,,31,1,33,,1,100,2,,,,65,100,100,90,,
38316,2,1,2,,,40,1,15,,1,100,2,,,,70,50,50,30,,
38316,3,0,,,,,,,,2,,2,,,,,,,,,
38316,4,0,,,,,,,,2,,2,,,,,,,,,
38349,1,1,2,,,25,1,37,,2,,,,1999,,,,,,,
38349,2,0,,,,,,,,2,,2,,,,,,,,,
38554,1,7,2,,1,16,1,33,,1,100,2,,,47,70,70,80,65,2,
38554,2,2,2,,1,18,1,22,,1,,2,,,36,,,,,2,
38554,3,2,2,,1,18,1,2,,1,,2,,,18,,,,,2,
38554,4,,,,,,,,,,,,,,,,,,,,
38877,1,1,1,2,,18,1,40,,2,,,,2010,,,,,,,
38877,2,0,,,,,,,,2,,2,,,,,,,,,
38885,1,1,2,,,17,1,36,,2,,,,1996,,,,,,,
38885,2,1,2,,,26,1,39,,1,,2,,,,,,,,,
38939,1,0,,,,,,,,2,,,,,,,,,,,
38939,2,1,2,,,40,1,7,,1,,2,,,,,,,,,
38939,3,,,,,,,,,,,,,,,,,,,,
38939,4,,,,,,,,,,,,,,,,,,,,
38940,1,1,2,,,14,1,35,,2,,,,1997,,,,,,,
38940,2,1,2,,,23,1,36,,2,,,,2005,,,,,,,
38957,1,1,2,,,19,1,36,,2,,,,1985,,,,,,,
38957,2,0,,,,,,,,2,,2,,,,,,,,,
38979,1,3,2,,3,14,1,40,,2,,,,2003,,,,,,,
38992,1,5,2,,3,23,1,40,,2,,,,2013,,,,,,,
38992,2,3,2,,1,20,1,36,,2,,,,2006,,,,,,,
39056,1,5,2,,1,20,1,40,,1,100,2,,,39,62,80,80,80,,
39056,2,1,1,4,,21,1,26,,1,,2,,,,,,,,2,
39086,1,5,2,,3,20,1,60,,1,98,2,,,29,65,50,50,1,,
39086,2,1,2,,,22,1,30,,2,,,,1991,,,,,,,
39095,1,1,2,,,21,1,38,,1,100,2,,,,62,70,70,65,2,
39218,1,1,2,,,19,1,43,,2,,,,2001,,,,,,,
39227,1,1,2,,,16,1,35,,1,100,2,,,,65,50,60,40,,
39227,2,1,2,,,15,1,35,,2,,,,1985,,,,,,,
39284,1,1,1,7,,18,1,40,,2,,,,1992,,,,,,,
39284,2,1,2,,,26,1,35,,2,,,,1993,,,,,,,
39284,3,1,1,4,,30,1,22,,1,,2,,,,,,,,2,
39317,1,1,2,,,20,1,5,,1,100,2,,,,65,80,80,70,2,
39318,1,1,2,,,15,1,40,,1,100,2,,,,60,40,40,20,,
39318,2,1,2,,,19,2,,,1,100,2,,,,66,70,80,20,2,
39318,3,0,,,,,,,,2,,2,,,,,,,,,
39351,1,1,2,,,14,1,27,,2,,,,1984,,,,,,,
39351,2,2,2,,1,15,1,28,,2,,,,1990,,,,,,,
39488,1,2,2,,1,13,1,37,,2,,,,2007,,,,,,,
39488,2,2,2,,1,14,1,15,,2,,,,1978,,,,,,,
39491,1,2,2,,1,14,1,35,,2,,,,1997,,,,,,,
39491,2,2,2,,1,15,1,29,,2,,,,1992,,,,,,,
39697,1,1,2,,,24,1,35,,2,,,,2007,,,,,,,
39697,2,1,2,,,28,1,25,,1,,2,,,,,,,,,
39697,3,0,,,,,,,,2,,1,,,,,,,,,
50052,1,1,1,3,,16,1,25,,2,,,,1994,,,,,,,
50060,1,1,2,,,18,1,35,,2,,,,2012,,,,,,,
50060,2,0,,,,,,,,2,,2,,,,,,,,,
50060,3,0,,,,,,,,2,,2,,,,,,,,,
50085,1,1,2,,,22,1,35,,2,,,,1999,,,,,,,
50085,2,1,,2,,19,1,14,,1,,2,,,,,,,,,
50231,1,1,2,,,19,1,41,,2,,,,1998,,,,,,,
50231,2,1,2,,,16,1,30,,1,,2,,,,,,,,3,
50232,1,1,2,,,15,1,40,,2,,,,1990,,,,,,,
51013,1,1,2,,,26,1,40,,2,,,,2013,,,,,,,
51013,2,1,2,,,20,1,40,,2,,,,2010,,,,,,,
51013,3,1,2,,,34,1,1,,1,,2,,,,,,,,2,
51363,1,0,,,,,,,,2,,,,,,,,,,,
51444,1,5,2,,1,14,1,39,,2,,,,2005,,,,,,,
51444,2,3,2,,1,15,1,40,,2,,,,2008,,,,,,,
51444,3,1,2,,,28,1,2,,1,,2,,,,,,,,2,
51444,4,1,2,,,25,1,1,,1,,2,,,,,,,,,
51467,1,3,2,,1,15,1,40,,2,,,,2002,,,,,,,
51467,2,1,2,,,15,1,40,,2,,,,1982,,,,,,,
51467,3,2,,1,1,17,1,30,,2,,1,50,2015,,,,,,,
51544,1,1,2,,,17,1,40,,2,,2,,2016,,66,70,70,70,,
51544,2,4,1,6,1,13,1,20,,2,,,,2000,,,,,,,
51733,1,2,2,,3,15,1,40,,2,,,,2002,,,,,,,
51733,2,1,2,,,18,1,35,,2,,,,2000,,,,,,,
51895,1,1,2,,,14,1,39,,2,,,,1995,,,,,,,
51895,2,1,2,,,16,1,40,,2,,,,1998,,,,,,,
52700,1,0,,,,,,,,2,,,,,,,,,,,
52718,1,1,2,,,13,1,25,,2,,,,2014,,,,,,,
52718,2,1,1,4,,29,1,6,,1,,2,,,,,,,,2,
52736,1,0,,,,,,,,2,,2,,,,,,,,,
52736,2,10,1,1,3,12,1,27,,2,,,,1986,,,,,,,
52736,3,0,,,,,,,,2,,,,,,,,,,,
53008,1,2,2,,1,20,1,39,,1,100,2,,,37,62,65,70,50,1,70
53008,2,3,2,,3,18,1,36,,1,,2,,,52,,,,,2,
53028,1,3,2,,1,15,1,35,,2,,,,1993,,,,,,,
53086,1,3,2,,3,25,1,36,,1,100,2,,,29,67,80,85,70,2,
53109,1,1,2,,,50,1,4,,2,,,,1986,,,,,,,
53202,1,1,2,,,18,1,40,,2,,,,2006,,,,,,,
53202,2,2,2,,1,20,1,20,,2,,,,2013,,,,,,,
53234,1,1,2,,,18,1,35,,2,,,,2000,,,,,,,
53234,2,1,2,,,18,1,35,,2,,,,2003,,,,,,,
53234,3,1,1,5,,18,2,,,1,,2,,,,,,,,3,
53234,4,0,,,,,,,,2,,1,,,,,,,,,
53373,1,2,2,,1,20,1,32,,2,,2,,2014,,,,,,,
53373,2,10,2,,1,24,1,35,,2,,,,2005,,,,,,,
53380,1,1,2,,,40,1,24,,2,,,,1997,,,,,,,
53380,2,1,2,,,25,1,15,,1,,2,,,,,,,,2,
53520,1,4,1,1,1,15,1,39,,2,,,,2007,,,,,,,
53520,2,2,1,10,1,15,1,25,,1,,2,,,64,,,,,2,
53549,1,2,1,1,1,15,1,39,,2,,,,1997,,,,,,,
53549,2,2,2,,1,15,1,38,,2,,,,2004,,,,,,,
53552,1,2,2,,1,18,1,28,,1,0,2,,,42,68,40,50,35,2,
53552,2,2,,2,1,20,1,4,,2,,1,,2016,,,,,,,
53564,1,1,2,,,23,1,37,,2,,,,1990,,,,,,,
53564,2,2,2,,3,19,1,33,,1,,2,,,39,,,,,,
53596,1,4,2,,1,15,1,32,,2,,,,2014,,,,,,,
53596,2,1,2,,,20,1,4,,1,,2,,,,,,,,2,
53596,3,0,,,,,,,,2,,2,,,,,,,,,
53871,1,2,2,,1,15,1,38,,1,100,2,,,47,65,70,80,60,2,
53871,2,4,2,,1,16,1,37,,2,,,,2015,,,,,,,
53997,1,1,2,,,21,1,30,,2,,,,1985,,,,,,,
53997,2,1,2,,,26,1,29,,1,,2,,,,,,,,,
54143,1,2,1,5,3,17,1,29,,2,,,,1987,,,,,,,
54143,2,5,2,,3,18,1,40,,2,,,,2006,,,,,,,
54143,3,0,,,,,,,,2,,2,,,,,,,,,
55147,1,1,2,,,25,1,30,,2,,,,2000,,,,,,,
55147,2,1,2,,,22,1,42,,2,,,,1993,,,,,,,
55308,1,0,,,,,,,,2,,,,,,,,,,,
55425,1,1,2,,,30,1,16,,1,100,2,,,,67,70,75,65,,
55430,1,1,,6,,32,1,7,,2,,1,30,2013,,,,,,,
55430,2,1,2,,,29,1,30,,2,,,,1991,,,,,,,
55636,1,1,2,,,21,1,38,,1,100,2,,,,63,80,90,70,2,
55636,2,1,2,,,23,1,37,,1,100,2,,,,67,80,85,75,,
55636,3,0,,,,,,,,2,,,,,,,,,,,
55636,4,0,,,,,,,,2,,2,,,,,,,,,
55774,1,0,,,,,,,,2,,2,,,,,,,,,
55774,2,1,2,,,21,1,20,,1,,2,,,,,,,,2,
55774,3,0,,,,,,,,1,,2,,,,,,,,,
56251,1,1,2,,,13,1,12,,2,,,,1990,,,,,,,
56251,2,2,2,,1,20,1,25,,1,,2,,,47,,,,,2,
56251,3,0,,,,,,,,2,,1,80,,,,,,,,
56465,1,3,2,,3,16,1,40,,2,,,,2010,,,,,,,
56465,2,2,2,,3,18,1,4,,2,,2,,1977,,,,,,,
56563,1,6,2,,1,14,1,40,,2,,,,2003,,,,,,,
56563,2,3,2,,1,20,1,40,,2,,,,2005,,,,,,,
56582,1,2,2,,1,18,1,37,,1,100,2,,,35,57,60,100,60,1,80
56582,2,4,2,,1,15,1,41,,2,,,,2012,,,,,,,
56582,3,0,,,,,,,,2,,1,,,,,,,,,
56603,1,5,1,1,1,15,1,15,,1,10,2,,,32,70,40,40,40,2,
56603,2,1,2,,,14,2,,,1,,1,,,,,,,,1,
56624,1,1,2,,,25,1,36,,2,,,,2011,,,,,,,
56624,2,1,2,,,32,1,28,,2,,,,2004,,,,,,,
56658,1,1,2,,,18,1,15,,1,100,2,,,,40,80,80,80,,
56658,2,1,2,,,16,1,30,,2,,,,1991,,,,,,,
56677,1,5,2,,1,17,1,36,,2,,,,1981,,,,,,,
56677,2,2,2,,1,26,1,23,,2,,,,1981,,,,,,,
56721,1,3,2,,3,17,1,37,,1,100,2,,,48,60,80,80,80,2,
56721,2,1,2,,,15,1,41,,2,,,,2008,,,,,,,
56721,3,0,,,,,,,,2,,,,,,,,,,,
56761,1,1,2,,,24,1,22,,1,100,2,,,,65,100,100,80,1,100
56761,2,1,2,,,15,1,30,,1,,2,,,,,,,,,
56761,3,,,,,,,,,,,,,,,,,,,,
56761,4,,,,,,,,,,,,,,,,,,,,
56761,5,1,2,,,15,1,40,,2,,,,1991,,,,,,,
56761,6,1,2,,,15,1,15,,2,,,,1977,,,,,,,
56762,1,2,2,,1,14,1,35,,2,,,,1992,,,,,,,
56762,2,0,,,,,,,,2,,2,,,,,,,,,
57027,1,1,,2,,35,1,15,,2,,2,,2015,,,,,,,
57027,2,1,2,,,43,1,10,,1,100,2,,,,65,70,70,60,2,
57027,3,0,,,,,,,,2,,2,,,,,,,,,
57027,4,0,,,,,,,,2,,1,,,,,,,,,
57042,1,1,2,,,20,1,35,,2,,,,2003,,,,,,,
57042,2,0,,,,,,,,2,,,,,,,,,,,
57138,1,1,2,,,35,1,28,,2,,,,2013,,,,,,,
57546,1,2,2,,1,23,1,31,,1,100,2,,,29,63,60,70,55,2,
57546,2,2,2,,3,20,1,32,,1,100,2,,,47,65,65,75,50,2,
57547,1,1,2,,,14,1,38,,2,,,,2003,,,,,,,
57547,2,1,2,,,16,1,3,,2,,,,1978,,,,,,,
57547,3,3,1,5,1,15,1,11,,1,,2,,,37,,,,,3,
57621,1,1,2,,,22,1,36,,1,100,2,,,,64,100,100,90,2,
57621,2,3,2,,1,20,1,31,,2,,,,2002,,,,,,,
57670,1,1,2,,,25,2,,,1,100,2,,,,68,80,80,70,2,
57779,1,1,2,,,22,1,5,,2,,2,,1981,,,,,,,
57779,2,1,2,,,22,1,33,,2,,,,2005,,,,,,,
57962,1,3,,5,1,20,1,38,,2,,1,0,2015,,,,,,,
57962,2,6,2,,1,18,1,38,,1,100,2,,,23,63,65,65,65,,
58366,1,1,2,,,22,1,40,,2,,,,2006,,,,,,,
60078,1,2,2,,3,14,1,13,,2,,,,2003,,,,,,,
60078,2,0,,,,,,,,2,,2,,,,,,,,,
60078,3,0,,,,,,,,2,,2,,,,,,,,,
91067,1,1,2,,,23,1,42,,2,,,,2015,,,,,,,
91067,2,0,,,,,,,,2,,2,,,,,,,,,
91067,3,,,,,,,,,,,,,,,,,,,,
91071,1,1,2,,,19,1,28,,1,100,2,,,,60,80,100,70,2,
91071,2,3,2,,1,17,1,30,,1,70,2,,,47,60,80,100,70,2,
91071,3,0,,,,,,,,2,,2,,,,,,,,,
91071,4,,,,,,,,,,,,,,,,,,,,
91074,1,6,2,,1,21,1,18,,1,100,2,,,36,60,70,70,65,2,
91074,2,0,,,,,,,,2,,2,,,,,,,,,
91074,3,,,,,,,,,,,,,,,,,,,,
91079,1,2,2,,1,22,1,30,,1,100,2,,,42,68,70,70,50,,
91079,2,2,1,1,3,20,1,32,,1,,1,,,46,,,,,,
91079,3,0,,,,,,,,2,,2,,,,,,,,,
91081,1,3,2,,3,14,1,35,,1,100,2,,,51,60,70,75,50,2,
91081,2,3,2,,1,18,1,12,,1,,2,,,40,,,,,2,
91081,3,0,,,,,,,,2,,2,,,,,,,,,
91095,1,2,2,,1,18,1,40,,1,100,2,,,30,60,80,80,60,2,
91095,2,2,1,10,1,20,1,19,,2,,1,,2008,,,,,,,
91095,3,,,,,,,,,,,,,,,,,,,,
111052,1,1,2,,,23,1,33,,2,,,,1999,,,,,,,
111052,2,3,2,,1,18,1,35,,2,,,,1995,,,,,,,
138399,1,5,2,,1,23,1,36,,2,,,,2000,,,,,,,
145007,1,2,2,,3,26,1,36,,1,100,2,,,26,70,20,30,10,2,
145007,2,1,2,,,23,1,20,,2,,2,,2012,,,,,,,
145007,3,1,2,,,26,1,1,,1,,2,,,,,,,,2,
145007,4,0,,,,,,,,2,,2,,,,,,,,,
178001,1,10,2,,3,12,1,35,,2,,,,2007,,,,,,,
193016,1,1,2,,,10,2,,,2,,,,1998,,,,,,,
213440,1,3,2,,3,20,1,41,,2,,,,2015,,,,,,,
213440,2,1,2,,,20,1,6,,2,,2,,1970,,,,,,,
224048,1,1,1,10,,20,1,10,,2,,,,1984,,,,,,,
230029,1,1,2,,,14,1,37,,2,,,,1995,,,,,,,
230029,2,2,2,,1,20,1,20,,2,,,,1986,,,,,,,
230037,1,1,2,,,21,1,36,,2,,,,2005,,,,,,,
230037,2,1,2,,,20,1,32,,2,,,,2001,,,,,,,
237003,1,1,2,,,21,1,41,,2,,,,2010,,,,,,,
237003,2,1,2,,,21,1,39,,2,,,,2004,,,,,,,
243067,1,5,2,,3,20,1,12,,2,,2,,1990,,,,,,,
243067,2,10,2,,3,16,1,38,,1,100,2,,,42,57,70,80,50,,
243067,3,1,2,,,19,1,2,,1,,2,,,,,,,,,
244013,1,1,2,,,37,1,23,,2,,,,2004,,,,,,,
244013,2,1,2,,,16,1,30,,2,,,,2014,,,,,,,
244058,1,0,,,,,,,,2,,2,,,,,,,,,
244058,2,1,2,,,14,1,35,,1,,2,,,,,,,,,
244058,3,0,,,,,,,,2,,2,,,,,,,,,
250005,1,0,,,,,,,,2,,2,,,,,,,,,
250005,2,0,,,,,,,,2,,,,,,,,,,,
250010,1,0,,,,,,,,2,,,,,,,,,,,
250010,2,0,,,,,,,,2,,1,,,,,,,,,
250039,1,0,,,,,,,,2,,,,,,,,,,,
256015,1,0,,,,,,,,2,,1,10,,,,,,,,
256015,2,4,,1,1,20,1,24,,2,,1,,2015,,,,,,,
256015,3,0,,,,,,,,2,,2,,,,,,,,,
256015,4,0,,,,,,,,2,,1,,,,,,,,,
256015,5,0,,,,,,,,2,,2,,,,,,,,,
256015,6,,,,,,,,,,,,,,,,,,,,
279054,1,1,2,,,22,1,30,,2,,,,1997,,,,,,,
282083,1,4,1,6,1,26,1,24,,2,,,,2015,,,,,,,
282089,1,0,,,,,,,,2,,2,,,,,,,,,
282089,2,1,2,,,18,1,40,,2,,,,2007,,,,,,,
284086,1,1,2,,,12,1,35,,2,,,,2002,,,,,,,
284086,2,1,,6,,18,1,6,,2,,1,,2010,,,,,,,
284086,3,1,2,,,14,1,28,,2,,,,1992,,,,,,,
310002,1,0,,,,,,,,2,,2,,,,,,,,,
310002,2,3,1,3,1,18,1,27,,2,,,,1992,,,,,,,
310005,1,3,2,,1,20,1,12,,2,,2,,1981,,,,,,,
321009,1,1,,0,,20,1,35,,2,,2,,1993,,,,,,,
321009,2,0,,,,,,,,1,0,,,,,,,,,,
330057,1,2,2,,1,14,1,28,,2,,,,1979,,,,,,,
332080,1,2,2,,3,12,1,51,,2,,,,2012,,,,,,,
332080,2,1,2,,,14,1,3,,2,,,,1975,,,,,,,
333081,1,2,2,,3,25,1,38,,2,,,,1995,,,,,,,
333081,2,1,2,,,20,1,6,,2,,2,,1960,,,,,,,
355063,1,0,,,,,,,,2,,,,,,,,,,,
365034,1,1,2,,,15,1,35,,2,,,,2007,,,,,,,
365034,2,0,,,,,,,,2,,2,,,,,,,,,
387029,1,1,2,,,22,1,36,,2,,,,2002,,,,,,,
387029,2,1,2,,,18,1,6,,2,,2,,1972,,,,,,,
389084,1,1,1,7,,12,2,,,2,,2,,2008,,,,,,,
389084,2,3,1,2,1,12,1,25,,1,,2,,,36,,,,,2,
500001,1,0,,,,,,,,2,,2,,,,,,,,,
500001,2,2,2,,1,17,1,37,,2,,,,2002,,,,,,,
500004,1,0,,,,,,,,2,,,,,,,,,,,
500004,2,0,,,,,,,,2,,,,,,,,,,,
500004,3,0,,,,,,,,2,,,,,,,,,,,
500004,4,0,,,,,,,,2,,,,,,,,,,,
500026,1,3,1,4,3,19,1,35,,2,,,,2015,,,,,,,
500026,2,4,2,,1,17,1,35,,1,70,2,,,44,70,70,72,65,2,
500090,1,2,2,,3,16,1,42,,2,,,,1997,,,,,,,
500090,2,0,,,,,,,,2,,2,,,,,,,,,
500176,1,0,,,,,,,,2,,2,,,,,,,,,
500176,2,1,2,,,14,1,35,,2,,,,2008,,,,,,,
500176,3,3,,2,1,18,1,2,,2,,1,,2016,,,,,,,
500669,1,1,2,,,20,1,30,,1,100,2,,,,70,80,80,50,,
500669,2,2,1,4,3,16,1,27,,1,80,2,,,45,65,70,70,50,3,
500674,1,1,2,,,20,1,35,,2,,,,1999,,,,,,,
500674,2,1,2,,,23,1,37,,2,,,,1993,,,,,,,
500726,1,1,2,,,23,1,25,,1,100,2,,,,65,89,89,70,2,
500726,2,1,2,,,24,1,29,,1,,2,,,,,,,,2,
501068,1,1,2,,,14,1,40,,2,,,,2008,,,,,,,
501068,2,0,,,,,,,,2,,2,,,,,,,,,
501082,1,0,,,,,,,,2,,,,,,,,,,,
501082,2,0,,,,,,,,2,,2,,,,,,,,,
501627,1,0,,,,,,,,2,,,,,,,,,,,
501694,1,3,2,,1,16,1,40,,2,,,,2011,,,,,,,
501694,2,2,2,,1,16,1,42,,2,,,,2015,,,,,,,
501694,3,0,,,,,,,,2,,1,,,,,,,,,
501816,1,0,,,,,,,,2,,,,,,,,,,,
501816,2,1,2,,,16,1,40,,1,100,2,,,,67,70,70,50,1,80
501816,3,2,2,,1,20,1,15,,1,,2,,,20,,,,,3,
501874,1,2,2,,1,15,1,35,,2,,,,1995,,,,,,,
501874,2,1,2,,,27,1,16,,1,,2,,,,,,,,2,
502060,1,1,2,,,18,1,40,,1,0,2,,,,67,30,50,30,,
502355,1,2,1,34,1,18,1,2,,2,,2,,2012,,,,,,,
502355,2,2,2,,1,17,1,40,,1,,2,,,41,,,,,2,
502355,3,1,2,,,19,1,8,,1,,2,,,,,,,,2,
502364,1,3,2,,3,14,1,20,,2,,,,1993,,,,,,,
502772,1,2,2,,3,15,1,45,,2,,,,2001,,,,,,,
502772,2,2,1,3,1,16,1,10,,2,,2,,1996,,,,,,,
502772,3,0,,,,,,,,2,,2,,,,,,,,,
503560,1,6,2,,1,24,1,31,,2,,,,2010,,,,,,,
503560,2,1,2,,,42,1,15,,1,100,2,,,,60,70,80,30,1,75
503561,1,2,2,,1,15,1,40,,2,,,,2002,,,,,,,
503561,2,2,2,,1,15,1,24,,2,,,,1988,,,,,,,
503593,1,2,2,,3,29,1,25,,1,100,2,,,41,67,80,85,70,2,
503674,1,2,2,,1,25,1,35,,2,,,,2006,,,,,,,
503674,2,1,2,,,18,1,42,,1,,2,,,,,,,,2,
503674,3,1,1,1,,26,1,8,,1,80,1,20,,,75,50,100,50,1,50
503788,1,1,2,,,15,1,35,,2,,,,1998,,,,,,,
503788,2,2,2,,3,15,1,36,,2,,,,2004,,,,,,,
503931,1,2,2,,1,21,1,41,,1,0,2,,,62,59,90,90,90,2,
503931,2,2,2,,1,19,1,44,,2,,,,2011,,,,,,,
503950,1,4,1,6,1,15,1,20,,1,99,2,,,42,70,35,40,35,2,
503950,2,1,2,,,20,1,28,,1,100,2,,,,65,65,70,60,2,
503950,3,0,,,,,,,,2,,2,,,,,,,,,
503981,1,2,2,,2,15,1,10,,2,,,,2010,,,,,,,
504091,1,3,2,,3,11,1,55,,2,,,,1998,,,,,,,
504091,2,1,2,,,14,1,17,,2,,,,1968,,,,,,,
504157,1,1,2,,,26,1,31,,1,100,2,,,,58,90,90,80,2,
504363,1,2,2,,1,14,1,35,,2,,,,1998,,,,,,,
504380,1,1,2,,,18,1,33,,2,,,,1985,,,,,,,
504395,1,1,2,,,19,1,35,,1,100,2,,,,65,70,75,65,1,75
504395,2,0,,,,,,,,2,,1,100,,,,,,,,
504395,3,0,,,,,,,,2,,2,,,,,,,,,
504395,4,1,2,,,16,1,33,,1,,2,,,,,,,,3,
504453,1,5,2,,1,15,1,35,,1,100,2,,,36,65,90,100,80,2,
504453,2,2,2,,1,18,1,32,,1,100,2,,,24,60,80,90,80,2,
504453,3,0,,,,,,,,2,,2,,,,,,,,,
504551,1,3,2,,1,17,1,35,,2,,,,1997,,,,,,,
504584,1,3,2,,1,15,1,28,,1,90,2,,,40,65,70,80,60,2,
504730,1,4,2,,3,16,1,54,,2,,,,2016,,,,,,,
504730,2,2,2,,3,16,1,46,,2,,,,2007,,,,,,,
504792,1,2,2,,1,18,1,37,,2,,,,2004,,,,,,,
504792,2,1,2,,,19,1,37,,2,,,,2003,,,,,,,
504821,1,1,2,,,21,1,20,,1,100,2,,,,70,40,40,20,,
504821,2,2,2,,1,20,1,26,,1,,2,,,23,,,,,1,
504821,3,,,,,,,,,,,,,,,,,,,,
504885,1,6,1,6,1,26,1,28,,2,,,,2006,,,,,,,
504889,1,5,2,,1,21,1,35,,2,,,,2007,,,,,,,
504889,2,3,1,30,1,14,1,15,,2,,2,,2011,,,,,,,
504921,1,2,2,,1,20,1,20,,1,90,2,,,30,75,70,80,60,2,
504921,2,2,2,,1,20,1,30,,1,,2,,,25,,,,,1,
504921,3,0,,,,,,,,2,,2,,,,,,,,,
504937,1,2,2,,1,20,1,27,,1,30,1,50,,30,70,50,60,50,2,
504937,2,1,1,20,,16,2,,,2,,2,,2001,,,,,,,
504937,3,0,,,,,,,,2,,1,,,,,,,,,
504937,4,0,,,,,,,,2,,2,,,,,,,,,
505022,1,2,1,2,3,14,1,40,,2,,2,,2016,56,66,80,80,60,2,
505022,2,0,,,,,,,,2,,2,,,,,,,,,
505167,1,1,2,,,16,1,40,,2,,,,1991,,,,,,,
505167,2,1,2,,,15,1,30,,2,,,,1989,,,,,,,
505228,1,1,2,,,17,1,41,,2,,,,2011,,,,,,,
505228,2,1,2,,,29,1,2,,1,,2,,,,,,,,2,
505228,3,0,,,,,,,,2,,2,,,,,,,,,
