nquest,NCOMP,nord,sex,parent,anasc,cit,aningr,motiv,staciv,studio,tipolau,votoedu,suedu,selode,annoedu,tipodip,univer,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,ETA,isco,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT
32034,2,1,1,1,1944,1,,,1,4,,,,,,,,15,1,3,1,,,18,3,1,72,,5,6,3,5,1,1,0,0,1,1,1,0,2,1.8248583943
32034,2,2,2,2,1948,1,,,1,2,,,,,,,,13,,,2,,,18,3,1,68,,5,7,3,5,0,0,0,0,1,1,1,0,2,1.8248583943
32044,1,1,2,1,1937,1,,,4,2,,,,,,,,16,,,1,,,1,1,1,79,,5,6,3,5,1,1,0,0,1,1,1,0,2,2.2356465482
32052,2,1,1,1,1941,1,,,1,3,,,,,,,,15,1,3,1,,,1,1,1,75,,5,6,3,5,1,1,0,0,2,1,1,0,2,1.7886252626
32052,2,2,2,2,1944,1,,,1,3,,,,,,,,15,1,16,2,,,1,1,1,72,,5,6,3,5,0,1,0,0,2,1,1,0,2,1.7886252626
32057,3,1,1,1,1938,1,,,1,3,,,,,,,,15,8,8,1,,,1,1,1,78,,5,6,3,5,0,1,0,1,3,1,1,0,2,2.1721173072
32057,3,2,2,2,1943,1,,,1,5,,45,60,0,1962,2,2,15,2,11,2,,,1,1,1,73,,5,6,3,5,0,1,0,1,3,1,1,0,2,2.1721173072
32057,3,3,1,6,1967,1,,,2,7,7,110,110,0,1997,3,,6,,,3,,,1,1,1,49,,3,4,2,4,1,1,1,1,3,1,1,0,2,2.1721173072
32190,1,1,1,1,1947,1,,,2,5,,50,60,0,1968,5,1,15,3,16,1,,,3,1,3,69,,5,6,3,5,1,1,0,0,1,1,1,2,4,0.3386878293
32318,1,1,2,1,1936,1,,,4,2,,,,,,,,15,1,1,1,,,4,1,4,80,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.4212619712
32320,3,1,2,1,1962,1,,,1,7,9,110,110,1,2009,3,,3,,16,1,,,4,1,4,54,23,3,2,1,3,0,1,1,3,3,1,2,2,4,0.6477106232
32320,3,2,1,2,1958,1,,,1,5,,58,60,0,1977,3,1,4,,8,2,,,6,1,4,58,14,4,3,1,4,1,1,1,3,3,1,2,2,4,0.6477106232
32320,3,3,1,6,1994,1,,,2,5,,80,100,0,2013,3,1,2,,19,4,,,4,1,4,22,23,1,2,1,4,0,1,1,3,3,1,2,2,4,0.6477106232
32471,1,1,2,1,1945,1,,,4,2,,,,,,,,15,8,1,1,,,15,3,15,71,,5,6,3,5,1,1,0,0,1,3,4,0,1,2.0091316587
32524,2,1,1,1,1945,1,,,1,7,7,106,110,0,1985,2,,15,4,11,1,,,8,1,8,71,,5,6,3,5,1,1,0,0,2,1,2,2,5,0.3540984477
32524,2,2,2,2,1948,1,,,1,7,6,110,110,1,1973,2,,15,2,11,2,,,8,1,8,68,,5,6,3,5,0,1,0,0,2,1,2,2,5,0.3540984477
32556,1,1,2,1,1947,1,,,4,4,,,,,,,,15,2,3,1,,,5,1,5,69,,5,6,3,5,1,1,0,0,1,1,2,1,3,0.4453567823
32668,3,1,1,1,1949,1,,,1,3,,,,,,,,15,1,8,1,,,16,3,16,67,,5,6,3,5,1,1,0,1,2,3,4,1,3,2.4152948969
32668,3,2,2,2,1950,1,,,1,3,,,,,,,,13,,,2,,,16,3,16,66,,5,7,3,5,0,0,0,1,2,3,4,1,3,2.4152948969
32668,3,3,1,6,1974,1,,,2,3,,,,,,,,1,,1,3,,,16,3,16,42,61,2,1,1,1,0,1,1,1,2,3,4,1,3,2.4152948969
32703,1,1,2,1,1942,1,,,4,5,,10,10,0,1960,1,2,15,2,18,1,,,15,3,8,74,,5,6,3,5,1,1,0,0,1,1,2,1,3,0.3746912223
32709,4,1,1,1,1940,1,,,1,5,,48,60,0,1960,2,2,15,10,7,1,,,8,1,8,76,,5,6,3,5,0,1,0,3,4,1,2,1,3,0.5342185054
32709,4,2,2,2,1944,1,,,1,5,,42,60,0,1962,5,2,2,,7,2,,,8,1,8,72,33,5,2,1,4,0,1,1,3,4,1,2,1,3,0.5342185054
32709,4,3,1,6,1971,1,,,2,7,6,97,100,0,1998,2,,2,,11,3,,,8,1,8,45,43,3,2,1,4,1,1,1,3,4,1,2,1,3,0.5342185054
32709,4,4,2,6,1979,1,,,2,8,8,110,110,1,2004,2,,3,,16,4,,,8,1,8,37,23,2,2,1,3,0,1,1,3,4,1,2,1,3,0.5342185054
32729,2,1,1,1,1954,1,,,1,3,,,,,,,,8,,8,1,,,8,1,8,62,83,4,5,2,4,1,1,1,1,1,1,2,1,3,0.4212263976
32729,2,2,2,2,1958,1,,,1,3,,,,,,,,13,,,2,,,8,1,8,58,,4,7,3,5,0,0,0,1,1,1,2,1,3,0.4212263976
32734,1,1,1,1,1965,1,,,3,3,,,,,,,,1,,3,1,,,8,1,8,51,93,3,1,1,2,1,1,1,1,1,1,2,1,3,0.5340608794
32751,1,1,2,1,1939,1,,,4,3,,,,,,,,15,1,17,1,,,8,1,8,77,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.2509693847
32765,2,1,2,1,1956,1,,,1,7,9,104,110,0,1980,5,,2,,17,1,,,8,1,8,60,23,4,2,1,3,0,1,1,2,2,1,2,2,4,0.3041376084
32765,2,2,1,2,1954,1,,,1,7,6,107,110,0,1978,2,,2,,19,2,,,8,1,8,62,35,4,2,1,4,1,1,1,2,2,1,2,2,4,0.3041376084
32772,2,1,2,1,1952,1,,,1,5,,36,60,0,1971,2,2,13,,,1,,,16,3,8,64,,4,7,3,5,0,0,0,0,1,1,2,2,4,0.2271355973
32772,2,2,1,2,1949,1,,,1,3,,,,,,,,15,1,2,2,,,8,1,8,67,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.2271355973
32810,1,1,2,1,1936,1,,,4,1,,,,,,,,16,,,1,,,17,3,17,80,,5,6,3,5,1,1,0,0,1,3,4,0,2,2.0284521043
32822,3,1,1,1,1929,1,,,1,7,9,110,110,0,1951,5,,15,3,16,1,,,18,3,18,87,,5,6,3,5,1,1,0,1,3,3,4,2,4,0.7313156614
32822,3,2,2,2,1931,1,,,1,5,,46,60,0,1950,3,2,16,,,2,,,18,3,18,85,,5,6,3,5,0,1,0,1,3,3,4,2,4,0.7313156614
32822,3,3,1,6,1962,1,,,2,5,,46,60,0,1981,5,2,2,,16,3,,,18,3,18,54,41,3,2,1,3,0,1,1,1,3,3,4,2,4,0.7313156614
32839,2,1,1,1,1945,1,,,1,5,,50,60,0,1963,2,2,15,2,8,1,,,5,1,5,71,,5,6,3,5,1,1,0,0,1,1,2,0,2,0.9764735227
32839,2,2,2,2,1944,1,,,1,4,,,,,,,,13,,,2,,,5,1,5,72,,5,7,3,5,0,0,0,0,1,1,2,0,2,0.9764735227
32861,3,1,2,1,1951,1,,,1,2,,,,,,,,15,1,3,1,,,11,2,11,65,,5,6,3,5,0,1,0,1,3,2,3,1,3,0.8854219734
32861,3,2,1,2,1946,1,,,1,2,,,,,,,,15,1,8,2,,,11,2,11,70,,5,6,3,5,1,1,0,1,3,2,3,1,3,0.8854219734
32861,3,3,2,6,1989,1,,,2,5,,7,10,0,2008,2,2,1,,7,3,,,11,2,11,27,52,1,1,1,4,0,1,1,1,3,2,3,1,3,0.8854219734
32887,3,1,1,1,1962,1,,,1,5,,43,60,0,1981,2,1,8,,7,1,,,5,1,5,54,52,3,5,2,4,0,1,1,2,2,1,2,1,3,0.547755792
32887,3,2,2,2,1965,1,,,1,5,,58,60,0,1984,3,2,2,,7,2,,,5,1,5,51,43,3,2,1,4,1,1,1,2,2,1,2,1,3,0.547755792
32887,3,3,1,6,1990,1,,,2,5,,70,100,0,2008,3,2,12,2,7,3,,,5,1,5,26,,1,7,3,5,0,0,0,2,2,1,2,1,3,0.547755792
33036,3,1,1,1,1936,1,,,1,2,,,,,,,,15,1,6,1,,,15,3,15,80,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.1664139017
33036,3,2,2,2,1939,1,,,1,2,,,,,,,,13,,,2,,,15,3,15,77,,5,7,3,5,0,0,0,0,1,3,4,2,4,0.1664139017
33036,3,3,1,6,1965,1,,,2,3,,,,,,,,12,1,6,3,,,15,3,15,51,,3,7,3,5,0,0,0,0,1,3,4,2,4,0.1664139017
33038,6,1,1,1,1957,1,,,1,5,,45,60,0,1975,2,2,1,,15,2,,,15,3,15,59,91,4,1,1,3,0,1,1,3,3,3,4,2,4,0.2857067738
33038,6,2,2,2,1955,1,,,1,4,,,,,,,,13,,,1,,,15,3,15,61,,4,7,3,5,0,0,0,3,3,3,4,2,4,0.2857067738
33038,6,3,2,6,1988,1,,,1,5,,70,100,0,2007,3,2,12,2,19,,2,2016,15,3,15,28,,1,7,3,5,0,0,0,3,3,3,4,2,4,0.2857067738
33038,6,4,1,6,1990,1,,,2,5,,80,110,0,2008,1,2,1,,7,3,,,15,3,15,26,52,1,1,1,4,0,1,1,3,3,3,4,2,4,0.2857067738
33038,6,5,1,8,1988,2,2015,2,1,5,,80,100,0,2007,3,2,12,2,19,,2,2016,,,15,28,,1,7,3,5,1,1,1,3,3,3,4,2,4,0.2857067738
33038,6,6,2,9,2016,2,2016,1,2,1,,,,,,,,18,,,,1,2016,,,15,0,,1,7,3,5,0,0,0,3,3,3,4,2,4,0.2857067738
33275,2,1,1,1,1936,1,,,1,7,1,95,110,0,1968,3,,15,3,16,1,,,16,3,13,80,,5,6,3,5,1,1,0,0,2,3,4,2,4,0.5542420297
33275,2,2,2,2,1945,1,,,1,7,9,105,110,0,1971,2,,15,3,16,2,,,14,3,13,71,,5,6,3,5,0,1,0,0,2,3,4,2,4,0.5542420297
33303,2,1,1,1,1947,1,,,1,5,,7,10,0,1967,2,2,15,3,16,1,,,8,1,8,69,,5,6,3,5,1,1,0,0,2,1,2,2,4,0.2370839676
33303,2,2,2,2,1939,1,,,1,4,,,,,,,,15,2,16,2,,,8,1,8,77,,5,6,3,5,0,1,0,0,2,1,2,2,4,0.2370839676
33335,4,1,1,1,1960,1,,,1,5,,54,60,0,1979,2,2,1,,15,1,,,10,2,10,56,93,4,1,1,3,1,1,1,4,4,2,3,0,1,0.5548294517
33335,4,2,2,2,1959,1,,,1,3,,,,,,,,1,,3,2,,,10,2,10,57,75,4,1,1,2,0,1,1,4,4,2,3,0,1,0.5548294517
33335,4,3,1,6,1983,1,,,2,7,5,110,110,1,2009,3,,6,,10,3,,,10,2,10,33,35,1,4,2,4,0,1,1,4,4,2,3,0,1,0.5548294517
33335,4,4,1,6,1988,1,,,2,5,,95,100,0,2007,2,2,1,,3,4,,,10,2,10,28,72,1,1,1,2,0,1,1,4,4,2,3,0,1,0.5548294517
33336,2,1,1,1,1970,1,,,2,4,,,,,,,,8,,6,1,,,10,2,10,46,71,3,5,2,4,0,1,1,1,2,2,3,0,1,0.4753809532
33336,2,2,2,4,1943,1,,,4,2,,,,,,,,15,6,7,2,,,10,2,10,73,,5,6,3,5,1,1,0,1,2,2,3,0,1,0.4753809532
33348,2,1,1,1,1939,1,,,1,2,,,,,,,,15,1,4,1,,,10,2,10,77,,5,6,3,5,1,1,0,0,2,2,3,0,1,0.269199486
33348,2,2,2,2,1944,1,,,1,2,,,,,,,,16,,,2,,,10,2,10,72,,5,6,3,5,0,1,0,0,2,2,3,0,1,0.269199486
33451,3,1,2,1,1955,1,,,4,3,,,,,,,,2,,15,1,,,19,3,19,61,44,4,2,1,3,1,1,1,1,1,3,5,3,5,0.9947018036
33451,3,2,1,6,1983,1,,,2,5,,10,10,0,2002,3,2,11,,,2,,,19,3,19,33,,1,7,3,5,0,0,0,1,1,3,5,3,5,0.9947018036
33451,3,3,2,6,1993,1,,,2,3,,,,,,,,11,,,3,,,19,3,19,23,,1,7,3,5,0,0,0,1,1,3,5,3,5,0.9947018036
33455,1,1,1,1,1936,1,,,3,5,,36,60,0,1960,2,2,15,2,15,1,,,19,3,19,80,,5,6,3,5,1,1,0,0,1,3,5,2,4,0.1951206469
33479,2,1,2,1,1934,1,,,2,5,,10,10,0,1953,5,2,15,3,16,1,,,19,3,19,82,,5,6,3,5,1,1,0,0,2,3,5,3,5,0.4183020793
33479,2,2,2,11,1936,1,,,2,5,,10,10,0,1955,5,2,15,2,15,2,,,19,3,19,80,,5,6,3,5,0,1,0,0,2,3,5,3,5,0.4183020793
33644,1,1,2,1,1937,1,,,3,2,,,,,,,,15,1,3,1,,,5,1,5,79,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.2548637097
33823,1,1,2,1,1929,1,,,4,2,,,,,,,,16,,,1,,,9,2,9,87,,5,6,3,5,1,1,0,0,1,2,3,2,4,1.2817054355
33839,1,1,2,1,1946,1,,,4,3,,,,,,,,16,,,1,,,16,3,16,70,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.3016332978
33877,2,1,2,1,1963,1,,,1,5,,42,60,0,1983,2,2,1,,19,1,,,8,1,8,53,52,3,1,1,4,0,1,1,2,2,1,2,0,1,1.4149592055
33877,2,2,1,2,1958,1,,,1,5,,50,60,0,1977,2,2,4,,19,2,,,8,1,8,58,13,4,3,1,4,1,1,1,2,2,1,2,0,1,1.4149592055
33882,2,1,1,1,1951,1,,,1,3,,,,,,,,15,1,4,1,,,8,1,8,65,,5,6,3,5,1,1,0,0,1,1,2,0,1,1.0313805878
33882,2,2,2,2,1959,1,,,1,4,,,,,,,,13,,,2,,,8,1,8,57,,4,7,3,5,0,0,0,0,1,1,2,0,1,1.0313805878
33937,2,1,1,1,1939,1,,,1,2,,,,,,,,15,8,6,1,,,19,3,12,77,,5,6,3,5,1,1,0,0,1,2,3,2,4,0.423573001
33937,2,2,2,2,1947,1,,,1,2,,,,,,,,13,,,2,,,19,3,12,69,,5,7,3,5,0,0,0,0,1,2,3,2,4,0.423573001
33985,3,1,1,1,1949,1,,,1,7,4,98,110,0,1978,2,,15,6,13,1,,,12,2,12,67,,5,6,3,5,1,1,1,2,2,2,3,2,4,0.5067568674
33985,3,2,2,2,1954,1,,,1,7,9,110,110,1,1978,5,,3,,16,2,,,12,2,12,62,23,4,2,1,3,0,1,1,2,2,2,3,2,4,0.5067568674
33985,3,3,1,6,1989,1,,,2,7,4,98,110,0,2016,3,,11,,,4,,,12,2,12,27,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.5067568674
33994,3,1,1,1,1946,1,,,1,4,,,,,,,,15,2,3,1,,,12,2,12,70,,5,6,3,5,1,1,0,1,2,2,3,2,4,0.4858984847
33994,3,2,2,2,1950,1,,,1,3,,,,,,,,13,,,2,,,12,2,12,66,,5,7,3,5,0,0,0,1,2,2,3,2,4,0.4858984847
33994,3,3,1,6,1976,1,,,2,5,,42,60,0,1994,2,2,1,,3,3,,,12,2,12,40,71,2,1,1,2,0,1,1,1,2,2,3,2,4,0.4858984847
34059,1,1,1,1,1951,1,,,4,5,,50,60,0,1970,2,1,15,4,14,1,,,11,2,11,65,,5,6,3,5,1,1,0,0,1,2,3,1,3,0.7133163419
34252,1,1,1,1,1948,1,,,2,3,,,,,,,,15,1,16,1,,,13,3,13,68,,5,6,3,5,1,1,0,0,1,3,4,1,3,0.3187187048
34732,2,1,1,1,1938,1,,,1,2,,,,,,,,15,1,8,1,,,16,3,16,78,,5,6,3,5,1,1,0,0,2,3,4,0,2,2.30178267
34732,2,2,2,2,1943,1,,,1,2,,,,,,,,16,,,2,,,16,3,16,73,,5,6,3,5,0,1,0,0,2,3,4,0,2,2.30178267
34778,2,1,2,1,1937,1,,,4,2,,,,,,,,16,,,1,,,16,3,16,79,,5,6,3,5,0,1,0,1,2,3,4,2,3,0.1503062194
34778,2,2,1,6,1963,1,,,2,5,,56,60,0,1983,2,2,2,,13,2,,,16,3,16,53,33,3,2,1,4,1,1,1,1,2,3,4,2,3,0.1503062194
34825,2,1,1,1,1953,1,,,1,3,,,,,,,,15,2,4,1,,,8,1,8,63,,4,6,3,5,1,1,0,0,2,1,2,1,3,0.331163884
34825,2,2,2,2,1954,1,,,1,5,,54,60,0,1982,2,2,15,2,17,2,,,11,2,8,62,,4,6,3,5,0,1,0,0,2,1,2,1,3,0.331163884
34900,4,1,2,1,1967,1,,,1,4,,,,,,,,1,,19,1,,,5,1,5,49,91,3,1,1,4,0,1,1,2,2,1,2,2,4,0.4940795132
34900,4,2,1,2,1963,1,,,1,3,,,,,,,,1,,3,2,,,5,1,5,53,93,3,1,1,2,1,1,1,2,2,1,2,2,4,0.4940795132
34900,4,3,2,6,1994,1,,,2,5,,74,100,0,2013,3,1,17,,,3,,,5,1,5,22,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.4940795132
34900,4,4,1,6,2002,1,,,2,3,,,,,,,,17,,,4,,,5,1,5,14,,1,7,3,5,0,0,0,2,2,1,2,2,4,0.4940795132
35005,2,1,1,1,1941,1,,,4,3,,,,,,,,15,1,19,1,,,16,3,3,75,,5,6,3,5,1,1,0,0,2,1,1,2,4,0.6341851012
35005,2,2,1,6,1982,1,,,2,3,,,,,,,,16,,,2,,,3,1,3,34,,1,6,3,5,0,1,0,0,2,1,1,2,4,0.6341851012
35022,3,1,2,1,1966,1,,,1,3,,,,,,,,13,,,1,,,15,3,15,50,,3,7,3,5,0,0,0,2,2,3,4,2,4,0.5221366014
35022,3,2,1,2,1966,1,,,1,3,,,,,,,,1,,8,2,,,15,3,15,50,83,3,1,1,4,1,1,1,2,2,3,4,2,4,0.5221366014
35022,3,3,1,6,1993,1,,,2,5,,80,100,0,2012,2,2,12,2,15,3,,,15,3,15,23,,1,7,3,5,0,1,1,2,2,3,4,2,4,0.5221366014
35032,4,1,1,1,1958,1,,,1,3,,,,,,,,2,,15,1,,,18,3,3,58,83,4,2,1,3,0,1,1,3,3,1,1,2,4,0.7357600587
35032,4,2,2,2,1960,1,,,1,5,,40,60,0,1979,2,2,4,,19,2,,,3,1,3,56,11,4,3,1,4,0,1,1,3,3,1,1,2,4,0.7357600587
35032,4,3,1,6,1988,1,,,2,7,1,92,110,0,2012,2,,2,,3,3,,,3,1,3,28,31,1,2,1,2,1,1,1,3,3,1,1,2,4,0.7357600587
35032,4,4,1,6,1990,1,,,2,5,,75,100,0,2008,2,1,17,,,4,,,3,1,3,26,,1,7,3,5,0,0,0,3,3,1,1,2,4,0.7357600587
35234,2,1,1,1,1939,1,,,1,3,,,,,,,,15,2,10,1,,,9,2,9,77,,5,6,3,5,1,1,0,0,2,2,3,1,3,0.5207911043
35234,2,2,2,2,1945,1,2003,4,1,7,1,9,10,0,1967,3,,15,3,15,2,,,,,9,71,,5,6,3,5,0,1,0,0,2,2,3,1,3,0.5207911043
35319,1,1,2,1,1937,1,,,4,1,,,,,,,,15,1,3,1,,,13,3,13,79,,5,6,3,5,1,1,0,0,1,3,4,0,2,2.0808754881
35322,2,1,1,1,1929,1,,,1,2,,,,,,,,15,1,19,1,,,13,3,13,87,,5,6,3,5,1,1,0,0,2,3,4,0,2,2.0055677818
35322,2,2,2,2,1937,1,,,1,2,,,,,,,,13,,,2,,,13,3,13,79,,5,7,3,5,0,1,0,0,2,3,4,0,2,2.0055677818
35323,2,1,2,1,1937,1,,,1,2,,,,,,,,13,,,2,,,13,3,13,79,,5,7,3,5,0,1,0,0,2,3,4,0,2,2.0055677818
35323,2,2,1,2,1937,1,,,1,2,,,,,,,,15,1,6,1,,,13,3,13,79,,5,6,3,5,1,1,0,0,2,3,4,0,2,2.0055677818
35326,2,1,1,1,1936,1,,,2,5,,8,10,0,1958,2,1,15,3,16,1,,,18,3,18,80,,5,6,3,5,0,1,0,0,2,3,4,2,4,0.346801533
35326,2,2,2,11,1932,1,,,2,5,,10,10,0,1952,5,2,15,3,16,2,,,18,3,18,84,,5,6,3,5,1,1,0,0,2,3,4,2,4,0.346801533
35340,1,1,2,1,1938,1,,,4,2,,,,,,,,16,,,1,,,18,3,18,78,,5,6,3,5,1,1,0,0,1,3,4,0,2,3.0787167965
35349,1,1,2,1,1932,1,,,4,1,,,,,,,,16,,,2,,,18,3,18,84,,5,6,3,5,1,1,0,0,1,3,4,0,2,2.2944953901
35355,1,1,2,1,1933,1,,,4,2,,,,,,,,16,,,1,,,18,3,18,83,,5,6,3,5,1,1,0,0,1,3,4,0,2,2.3761867508
35370,1,1,1,1,1928,1,,,3,2,,,,,,,,15,2,17,1,,,18,3,18,88,,5,6,3,5,1,1,0,0,1,3,4,0,2,2.2065406453
35372,3,1,2,1,1955,1,,,1,3,,,,,,,,2,,17,1,,,1,1,18,61,33,4,2,1,3,1,1,1,1,3,3,4,0,2,4.1733856704
35372,3,2,1,2,1949,1,,,1,3,,,,,,,,15,1,3,2,,,18,3,18,67,,5,6,3,5,0,1,0,1,3,3,4,0,2,4.1733856704
35372,3,3,1,6,1976,1,,,2,3,,,,,,,,16,,,3,,,1,1,18,40,,2,6,3,5,0,1,0,1,3,3,4,0,2,4.1733856704
35374,4,1,2,1,1983,1,,,2,7,5,104,110,0,2008,3,,11,,,3,,,18,3,18,33,,1,7,3,5,0,0,0,0,1,3,4,0,2,4.0063422873
35374,4,2,2,4,1953,1,,,4,5,,8,10,0,1971,5,2,15,3,16,2,,,18,3,18,63,,4,6,3,5,1,1,0,0,1,3,4,0,2,4.0063422873
35374,4,3,1,11,1988,1,,,2,5,,75,100,0,2007,6,2,11,,,4,,,18,3,18,28,,1,7,3,5,0,0,0,0,1,3,4,0,2,4.0063422873
35374,4,4,2,11,1988,1,,,2,7,9,106,110,0,2012,3,,11,,,5,,,18,3,18,28,,1,7,3,5,0,0,0,0,1,3,4,0,2,4.0063422873
35379,2,1,1,1,1949,1,,,1,3,,,,,,,,15,2,10,1,,,18,3,18,67,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.3146641163
35379,2,2,2,2,1957,1,,,1,3,,,,,,,,13,,,2,,,18,3,18,59,,4,7,3,5,0,0,0,0,1,3,4,2,4,0.3146641163
35502,2,1,2,1,1957,1,,,1,3,,,,,,,,13,,,1,,,19,3,19,59,,4,7,3,5,0,0,0,0,1,3,5,2,4,0.1893677807
35502,2,2,1,2,1951,1,,,1,2,,,,,,,,15,1,6,2,,,19,3,19,65,,5,6,3,5,1,1,0,0,1,3,5,2,4,0.1893677807
35507,3,1,2,1,1963,1,,,2,7,1,94,110,0,1990,3,,3,,16,1,,,19,3,19,53,23,3,2,1,3,1,1,1,1,2,3,5,2,4,0.2790550471
35507,3,2,1,4,1937,1,,,1,3,,,,,,,,15,2,15,2,,,19,3,19,79,,5,6,3,5,0,1,0,1,2,3,5,2,4,0.2790550471
35507,3,3,2,4,1941,1,,,1,3,,,,,,,,13,,,3,,,19,3,19,75,,5,7,3,5,0,0,0,1,2,3,5,2,4,0.2790550471
35508,6,1,2,1,1965,1,,,4,3,,,,,,,,7,,1,1,,,19,3,19,51,61,3,4,2,1,1,1,1,1,1,3,5,2,4,0.520406927
35508,6,2,1,6,1993,1,,,2,5,,40,60,0,2012,1,2,11,,,2,,,19,3,19,23,,1,7,3,5,0,0,0,1,1,3,5,2,4,0.520406927
35508,6,3,1,6,1994,1,,,2,5,,80,100,0,2014,2,2,11,,,3,,,19,3,19,22,,1,7,3,5,0,0,0,1,1,3,5,2,4,0.520406927
35508,6,4,1,6,1998,1,,,2,3,,,,,,,,17,,,4,,,19,3,19,18,,1,7,3,5,0,0,0,1,1,3,5,2,4,0.520406927
35508,6,5,1,6,2004,1,,,2,2,,,,,,,,17,,,5,,,19,3,19,12,,1,7,3,5,0,0,0,1,1,3,5,2,4,0.520406927
35508,6,6,1,6,2008,1,,,2,1,,,,,,,,17,,,6,,,19,3,19,8,,1,7,3,5,0,0,0,1,1,3,5,2,4,0.520406927
35518,1,1,2,1,1938,1,,,4,5,,58,60,0,1956,5,2,15,3,16,1,,,19,3,19,78,,5,6,3,5,1,1,0,0,1,3,5,2,4,0.2101221643
35600,1,1,2,1,1930,1,,,4,1,,,,,,,,16,,,2,,,19,3,19,86,,5,6,3,5,1,1,0,0,1,3,5,2,3,0.2369379128
35640,2,1,1,1,1946,1,,,1,4,,,,,,,,15,2,15,1,,,9,2,9,70,,5,6,3,5,1,1,0,0,2,2,3,2,4,0.4762237372
35640,2,2,2,2,1945,1,,,1,5,,36,60,0,1965,1,2,15,2,15,2,,,9,2,9,71,,5,6,3,5,0,1,0,0,2,2,3,2,4,0.4762237372
35682,2,1,1,1,1949,1,,,1,2,,,,,,,,15,1,3,1,,,5,1,5,67,,5,6,3,5,0,1,0,1,2,1,2,2,4,0.2306600903
35682,2,2,2,2,1955,1,,,1,5,,10,10,0,1974,2,2,2,,14,2,,,5,1,5,61,43,4,2,1,4,1,1,1,1,2,1,2,2,4,0.2306600903
35788,2,1,1,1,1951,1,,,1,5,,36,60,0,1969,3,1,15,2,15,1,,,5,1,5,65,,5,6,3,5,1,1,0,0,1,1,2,2,4,0.3072117218
35788,2,2,2,2,1954,1,,,1,3,,,,,,,,13,,,2,,,5,1,5,62,,4,7,3,5,0,0,0,0,1,1,2,2,4,0.3072117218
35968,1,1,2,1,1925,1,,,4,5,,9,10,0,1947,5,2,15,3,16,1,,,9,2,9,91,,5,6,3,5,1,1,0,0,1,2,3,2,5,0.3787086004
36067,3,1,1,1,1950,1,,,1,3,,,,,,,,16,,,1,,,16,3,16,66,,5,6,3,5,1,1,0,1,2,3,4,2,4,2.2869384424
36067,3,2,2,2,1955,1,,,1,5,,40,60,0,1973,5,2,13,,,2,,,16,3,16,61,,4,7,3,5,0,0,0,1,2,3,4,2,4,2.2869384424
36067,3,3,1,6,1983,1,,,2,5,,46,60,0,2003,2,2,2,,19,3,,,16,3,16,33,12,1,2,1,4,0,1,1,1,2,3,4,2,4,2.2869384424
36130,2,1,1,1,1963,1,,,1,3,,,,,,,,1,,2,1,,,5,1,5,53,71,3,1,1,2,1,1,1,2,2,1,2,0,2,1.2277744813
36130,2,2,2,2,1965,1,,,1,3,,,,,,,,2,,3,2,,,5,1,5,51,43,3,2,1,2,0,1,1,2,2,1,2,0,2,1.2277744813
36164,2,1,1,1,1959,1,,,1,3,,,,,,,,1,,3,1,,,4,1,5,57,93,4,1,1,2,1,1,1,2,2,1,2,0,2,2.2023319222
36164,2,2,2,2,1963,1,,,1,3,,,,,,,,1,,20,2,,,5,1,5,53,53,3,1,1,4,0,1,1,2,2,1,2,0,2,2.2023319222
36186,3,1,2,1,1963,1,,,4,3,,,,,,,,1,,1,1,,,17,3,17,53,92,3,1,1,1,1,1,1,2,2,3,4,0,1,3.9742693942
36186,3,2,2,6,1986,1,,,2,5,,72,100,0,2006,2,2,12,1,1,2,,,17,3,17,30,,1,7,3,5,0,1,1,2,2,3,4,0,1,3.9742693942
36186,3,3,2,6,2000,1,,,2,3,,,,,,,,17,,,3,,,17,3,17,16,,1,7,3,5,0,0,0,2,2,3,4,0,1,3.9742693942
36250,3,1,2,1,1961,1,,,4,3,,,,,,,,2,,17,1,,,16,3,16,55,32,4,2,1,3,1,1,1,3,3,3,4,2,4,0.3976349581
36250,3,2,1,6,1985,1,,,2,5,,80,100,0,2004,2,2,8,,9,2,,,16,3,16,31,52,1,5,2,4,0,1,1,3,3,3,4,2,4,0.3976349581
36250,3,3,1,6,1991,1,,,2,5,,85,100,0,2011,2,2,9,,9,3,,,16,3,16,25,94,1,5,2,4,0,1,1,3,3,3,4,2,4,0.3976349581
36321,3,1,1,1,1950,1,,,1,3,,,,,,,,15,1,8,1,,,16,3,16,66,,5,6,3,5,1,1,0,0,2,3,4,2,4,1.1322059044
36321,3,2,2,2,1951,1,,,1,2,,,,,,,,13,,,2,,,16,3,16,65,,5,7,3,5,0,0,0,0,2,3,4,2,4,1.1322059044
