nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,tfitimp2,ritaff,supab,ancostr,bagni,valabit,aspvalabit1_1,aspvalabit1_2,aspvalabit1_3,aspvalabit1_4,aspvalabit1_5,aspvalabit2_1,aspvalabit2_2,aspvalabit2_3,aspvalabit2_4,aspvalabit2_5,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra11,tmanstra11,manstra12,tmanstra12,manstra21,tmanstra21,manstra22,tmanstra22,energia,tenergia,tenergian,ristrut,tristrut,tristrutn,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,ndebitf,debitg,ndebitg,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,reapmut3,mutuoric,mutuoric3,casafut,ncasafut,cla_ered,cla_ered2,intpersezd,docsezd,ROTAZIONE
917530,1992,1,1,100,1992,2,,,,,,,,,4,,,,,,,,,800,,,150,1992,2,500000,20,40,40,0,0,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,7000,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917535,2006,1,1,100,2006,1,2,,,,,,,,1,180000,,,,,,,,600,,,100,1960,1,300000,40,60,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,1,1000,2,,2,,1,3000,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917561,2000,1,1,100,2000,2,,,,,,,,,1,50000,,,,,,,,,400,,120,1960,2,120000,,,,,,10,20,20,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,2,2,2
917564,1960,1,1,100,1960,1,,,,,,,,,1,1000,,,,,,,,250,,,90,1900,1,50000,10,10,10,60,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917569,1950,1,2,50,2000,1,,,,,,,,,4,,2,,,,,,,,300,,160,1950,2,150000,,,,,,10,20,40,20,10,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917570,1950,4,,,,,,,,,,,,,,,,,,,,,2,,200,,60,1950,1,30000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917574,1973,1,1,100,1973,1,,,,,,,,,1,2500,,,,,,,,,400,,100,1900,1,150000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917577,1987,2,,,,,,,,,,,,,,,,,330,2,2,,4,,,2,80,1970,1,100000,0,0,100,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917580,1977,1,1,100,1977,1,,,,,,,,,7,12000,,,,,,,,700,,,180,1977,2,250000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917610,1972,5,,,,,,,,,,,,,,,,,,,,,2,450,,,100,1970,1,150000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917614,1965,1,1,100,1965,1,,,,,,,,,2,4000,,,,,,,,450,,,140,1965,2,150000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917616,1970,1,1,100,2005,1,,,,,,,,,4,,,,,,,,,,400,,90,1970,1,150000,,,,,,0,20,50,30,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917641,2005,2,,,,,,,,,,,,,,,,,350,1,2,,4,,,2,60,1970,1,130000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917643,2005,1,1,100,2007,1,,,,,,,,,1,120000,,,,,,,,500,,,80,1970,1,120000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,4,,2,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917647,2000,2,,,,,,,,,,,,,,,,,400,1,2,,4,,,2,70,1960,1,100000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917651,1979,1,2,75,1979,1,,,,,,,,,2,15000,2,,,,,,,350,,,90,1978,1,100000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917657,1989,1,1,100,1989,1,,,,,,,,,2,28000,,,,,,,,,400,,100,1989,2,120000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917660,1979,1,1,100,1978,1,,,,,,,,,2,25000,,,,,,,,,400,,100,1978,2,140000,,,,,,10,30,40,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
917661,1976,4,,,,,,,,,,,,,,,,,,,,,2,,300,,70,1976,1,100000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917663,1966,1,1,100,2016,1,,,,,,,,,4,,,,,,,,,300,,,100,1960,1,100000,10,20,50,10,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917667,1973,1,1,100,2016,1,,,,,,,,,4,,,,,,,,,500,,,150,1970,2,200000,10,10,50,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917689,1972,1,1,100,2010,1,,,,,,,,,6,,,,,,,,,400,,,90,1970,2,130000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917697,1996,2,,,,,,,,,,,,,,,,,500,2,2,,4,,,2,40,1900,1,80000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917699,1968,1,1,100,1966,1,2,,,,,,,,2,3500,,,,,,,,700,,,136,1966,2,200000,0,0,100,0,0,,,,,,1,1,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917702,1990,1,1,100,1990,1,2,,,,,,,,2,125000,,,,,,,,500,,,300,1990,2,500000,0,25,75,0,0,,,,,,1,2,2,,1,1,2,,2,,2,,1,3000,2,,2,,1,3000,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,2,2,1
917704,1960,4,,,,,,,,,,,,,,,,,,,,,2,,400,,95,1960,2,140000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917716,1999,1,1,100,1999,1,2,,,,,,,,1,95000,,,,,,,,,400,,80,1974,1,100000,,,,,,0,0,100,0,0,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917718,2007,2,,,,,,,,,,,,,,,,,70,6,1,300,7,,,2,70,1960,1,70000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
917753,1988,1,1,100,1988,1,,,,,,,,,2,50000,,,,,,,,,450,,94,1988,2,150000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917754,1980,4,,,,,,,,,,,,,,,,,,,,,2,,600,,120,1980,2,180000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917765,1970,1,1,100,2014,1,,,,,,,,,4,,,,,,,,,,350,,100,1960,2,130000,,,,,,20,10,50,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917766,1990,4,,,,,,,,,,,,,,,,,,,,,2,,400,,90,1990,2,120000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
917784,2015,2,,,,,,,,,,,,,,,,,400,2,2,,3,,,2,70,1960,2,100000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917787,1980,1,1,100,2010,1,,,,,,,,,6,,,,,,,,,,800,,400,1980,2,700000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
917789,1984,1,2,83,2011,1,,,,,,,,,5,30000,2,,,,,,,,400,,110,1983,1,130000,,,,,,0,10,70,10,10,2,,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,,2,,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,1,1,,,,2,,,,1,2,2
917794,1985,2,,,,,,,,,,,,,,,,,300,2,2,,4,,,2,80,1960,1,100000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917800,1999,1,1,100,1999,2,,,,,,,,,2,70000,,,,,,,,,350,,100,1999,2,150000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917802,1990,5,,,,,,,,,,,,,,,,,,,,,2,300,,,60,1980,1,90000,10,10,50,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917804,1960,1,2,50,2002,1,,,,,,,,,4,,2,,,,,,,,300,,110,1900,1,120000,,,,,,10,20,40,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917836,1939,1,2,25,2009,1,,,,,,,,,4,,2,,,,,,,,500,,120,1937,2,180000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917844,2012,5,,,,,,,,,,,,,,,,,,,,,2,400,,,80,2000,2,120000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917846,1950,4,,,,,,,,,,,,,,,,,,,,,2,,500,,100,1950,1,150000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917849,2001,4,,,,,,,,,,,,,,,,,,,,,2,700,,,110,2001,2,220000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917851,1992,1,1,100,1992,1,2,,,,,,,,6,,,,,,,,,,500,,110,1970,2,200000,,,,,,0,30,70,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,3,1,2,2
917852,1970,5,,,,,,,,,,,,,,,,,,,,,2,400,,,70,1970,1,140000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917873,2000,2,,,,,,,,,,,,,,,,,350,1,2,,4,,,2,70,1970,1,120000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917876,1958,2,,,,,,,,,,,,,,,,,80,6,1,200,7,,,1,70,1950,1,140000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917884,1961,1,1,100,1961,1,,,,,,,,,2,8000,,,,,,,,,600,,85,1961,1,170000,,,,,,90,10,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,4000,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917891,1956,1,1,100,1956,1,,,,,,,,,4,,,,,,,,,,500,,90,1955,1,250000,,,,,,80,10,10,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917893,1976,1,1,100,1975,1,,,,,,,,,1,80000,,,,,,,,,800,,120,1970,2,300000,,,,,,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917907,2014,5,,,,,,,,,,,,,,,,,,,,,1,,450,,70,1975,1,80000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,2,,4,1,2,2
917916,2014,2,,,,,,,,,,,,,,,,,530,2,2,,4,,,2,75,1970,1,160000,,,,,,40,50,10,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917921,1962,1,1,100,2009,1,,,,,,,,,4,,,,,,,,,400,,,120,1960,1,180000,50,20,30,0,0,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917922,1959,2,,,,,,,,,,,,,,,,,75,6,1,150,7,,,2,80,1959,1,120000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917926,1965,1,1,100,1965,1,,,,,,,,,7,15000,,,,,,,,1300,,,230,1965,2,1500000,0,100,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,500,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917928,1976,1,1,100,1976,1,,,,,,,,,4,,,,,,,,,180,,,35,1976,1,180000,70,10,10,10,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917930,1935,1,1,100,1995,1,,,,,,,,,4,,,,,,,,,,200,,200,1925,1,130000,,,,,,20,20,20,10,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917933,1981,2,,,,,,,,,,,,,,,,,120,6,2,,7,,,1,70,1960,1,70000,80,10,10,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917934,1982,1,1,100,1982,1,2,,,,,,,,7,20000,,,,,,,,,800,,114,1982,2,350000,,,,,,90,5,5,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917936,1974,1,1,100,1973,1,2,,,,,,,,2,12000,,,,,,,,500,,,180,1972,2,350000,40,40,20,0,0,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917937,1978,1,2,50,1990,1,,,,,,,,,4,,2,,,,,,,500,,,130,1975,2,200000,50,20,10,20,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
917939,1960,1,1,100,1960,1,,,,,,,,,2,10000,,,,,,,,300,,,120,1960,1,130000,40,40,20,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917942,1984,2,,,,,,,,,,,,,,,,,657,2,2,,4,,,2,80,1978,1,170000,70,10,10,5,5,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,3,,1,2,1
917948,1967,1,1,100,1967,1,,,,,,,,,7,8000,,,,,,,,600,,,130,1967,2,250000,70,15,15,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917951,2004,2,,,,,,,,,,,,,,,,,500,2,2,,4,,,1,80,1960,1,110000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
917962,2016,1,1,100,2016,1,,,,,,,,,4,,,,,,,,,,500,,180,1960,1,150000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917964,2014,2,,,,,,,,,,,,,,,,,700,2,2,,4,,,1,120,1975,2,200000,,,,,,80,10,10,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,1,100000,2,,,,,2,,,2,2,,,,,1,2,2
917969,1972,1,1,100,2004,1,2,,,,,,,,4,,,,,,,,,800,,,120,1965,2,350000,0,0,95,5,0,,,,,,2,,2,,2,,2,,2,,2,,1,7000,2,,2,,2,,,1,3500,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917971,1980,1,1,100,1982,1,2,,,,,,,,4,,,,,,,,,,750,,150,1920,2,350000,,,,,,0,10,90,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917973,1983,1,1,100,1983,1,,,,,,,,,4,,,,,,,,,450,,,90,1950,1,90000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
917974,2006,1,1,100,2009,2,,,,,,,,,4,,,,,,,,,,600,,160,1930,2,150000,,,,,,0,0,50,50,0,1,3,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
917975,1939,1,1,100,1965,1,,,,,,,,,4,,,,,,,,,,450,,100,1925,1,120000,,,,,,0,5,80,15,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
917976,2002,1,1,100,2002,1,2,,,,,,,,1,115000,,,,,,,,500,,,135,1950,2,130000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,1,1,2,,2,,2,,2,,4,1,2,2,,2,,1,2,1,,,,,,,,1,1,2,,1,2,1
918014,1941,1,1,100,1995,1,,,,,,,,,5,120000,,,,,,,,,700,,240,1940,2,500000,,,,,,90,10,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
918015,1970,1,1,100,1970,1,,,,,,,,,1,10000,,,,,,,,,300,,80,1960,1,60000,,,,,,5,10,70,10,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
918016,1965,1,1,100,1965,2,,,,,,,,,4,,,,,,,,,200,,,80,1950,1,50000,60,40,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
918018,1929,1,1,100,1970,1,,,,,,,,,4,,,,,,,,,,200,,90,1927,1,70000,,,,,,0,10,30,30,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
918019,1975,1,1,100,1992,1,2,,,,,,,,6,,,,,,,,,600,,,180,1975,2,300000,10,10,10,30,40,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,2,2,1
918021,1964,1,1,100,1990,1,,,,,,,,,4,,,,,,,,,500,,,180,1960,2,250000,50,30,10,10,0,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
918059,1977,1,1,100,1977,1,,,,,,,,,6,,,,,,,,,,600,,95,1940,2,140000,,,,,,0,0,20,80,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,3,,1,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
918060,1982,1,1,100,1982,1,,,,,,,,,1,13000,,,,,,,,400,,,80,1920,1,90000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
918063,1986,1,1,100,1986,1,,,,,,,,,1,40000,,,,,,,,,500,,80,1965,1,100000,,,,,,0,0,10,90,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
918071,1994,1,1,100,1992,1,2,,,,,,,,1,50000,,,,,,,,,700,,90,1960,2,130000,,,,,,0,0,10,90,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
918072,1979,1,1,100,1979,1,2,,,,,,,,7,20000,,,,,,,,800,,,110,1978,2,200000,0,0,50,50,0,,,,,,1,3,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
918074,1980,1,1,100,1980,1,2,,,,,,,,5,4500,,,,,,,,,800,,130,1800,2,180000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
918075,1945,1,1,100,2002,1,,,,,,,,,4,,,,,,,,,,400,,100,1930,1,70000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
918083,2008,2,,,,,,,,,,,,,,,,,300,6,1,550,7,,,2,80,1970,1,80000,,,,,,0,50,40,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,3,2,,,,,,,1,2,2
